pclass,age,sibsp,parch,fare,sex_female,sex_male,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_T,deck_U,embarked_C,embarked_Q,embarked_S
0.5,1.8728332454151075,0.125,0.3333333333333333,-0.1990652735966823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.2237204939083484,0.0,0.2222222222222222,3.445622171014489,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.379020770895271,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,0.0092299215720355,0.0,0.0,-0.392417392674198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.375,0.1111111111111111,-0.1513711063838315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.9225717403495004,0.0,0.0,-0.4914291458114123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-1.1555221558298845,0.125,0.1111111111111111,-0.5039970335514509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.611971186375655,0.0,0.0,-0.5035948611437696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.0,0.0,-0.5039970335514509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.7080811680131874,0.0,0.1111111111111111,-0.384360409872238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,2.4163842148693364,0.0,0.0,0.0039544514347091,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.3013706324018097,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.6896213248691163,0.0,0.0,-0.4930417024845188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-1.0002218788429615,0.0,0.0,0.2669133333801305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.375,0.1111111111111111,-0.1513711063838315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.329282275960878,0.0,0.0,0.3616558717281132,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.4751307525328035,0.0,0.0,1.978723449772673,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.7175329684281846,0.125,0.1111111111111111,1.1640671658998034,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-1.9320235407644972,0.5,0.2222222222222222,-0.036891183720416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.2237204939083484,0.125,0.2222222222222222,0.3616558717281132,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-1.4661227098037295,0.5,0.2222222222222222,-0.0390663950600381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,-0.611971186375655,0.0,0.0,-0.440755422443577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0092299215720355,0.0,0.0,-0.1072230170348623,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.2421803370524195,0.0,0.0,-0.4064354213073179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,-0.146070355414887,0.125,0.0,-0.1797300616889307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.7672714633625777,0.0,0.0,-0.4905435931060373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.4566709093887323,0.0,0.0,0.8875736356189561,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.9410315834935714,0.0,0.0,0.1779713586044733,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.562232691441262,0.25,0.0,1.9403759239960288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,2.7586870918647336e-16,0.125,0.0,-0.3440793629048191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.5343210478821937,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.3013706324018097,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,-0.2237204939083484,0.125,0.0,-0.3758219802937749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5,-0.4566709093887323,0.0,0.0,-0.3827497867203223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.8728332454151075,0.125,0.0,0.8695280823454514,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4566709093887323,0.125,0.0,-0.3373120387371061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,-0.146070355414887,0.0,0.0,-0.3827497867203223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.3586555447926115,0.0,0.0,-0.5193047208188177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5,2.4940343533627978,0.0,0.0,-0.4564652821186251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.8449216018560389,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.611971186375655,0.0,0.0,0.123591075113922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.611971186375655,0.25,0.0,-0.4762838743240705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.3974806140393422,0.0,0.0,-0.4939272551898938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5,2.7586870918647336e-16,0.0,0.0,-0.0057131545191666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.795183106921646,0.0,0.0,-0.1131047884972004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0868800600654969,0.0,0.0,-0.4939272551898938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-1.0002218788429615,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.146070355414887,0.0,0.0,0.4485831174229828,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.1739819989739555,0.125,0.1111111111111111,1.956810854117618,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4566709093887323,0.0,0.0,-0.4634742964351851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,2.6493346303497205,0.0,0.0,-0.1410596378734276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.2421803370524195,0.0,0.0,-0.4600906343513286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.2421803370524195,0.0,0.0,-0.1077876052225687,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.0684202169214257,0.0,0.0,-0.4934438748922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.611971186375655,0.125,0.0,0.643949965581286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,-2.2426240947383427,0.125,0.2222222222222222,0.1601674954798156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0092299215720355,0.0,0.0,-0.4600906343513286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,0.4751307525328035,0.0,0.3333333333333333,0.1102981169273428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.7586870918647336e-16,0.0,0.0,0.0426248752502123,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,-0.2237204939083484,0.125,0.0,-0.2377356974121854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0092299215720355,0.0,0.0,-0.4881266916175683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,2.7586870918647336e-16,0.125,0.0,1.0790734413957093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0868800600654969,0.0,0.0,-0.4919125261091061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4566709093887323,0.0,0.0,-0.4881266916175683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.2516321374674166,0.125,0.0,0.5390564409817339,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-2.249092351274848,0.125,0.2222222222222222,2.2864762171447826,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.2237204939083484,0.125,0.0,-0.3643001275179457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.1645301985589582,0.0,0.0,-0.4820844378963959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-1.6214229867906522,0.125,0.1111111111111111,-0.3489943737717696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5,0.9410315834935714,0.0,0.0,-0.392417392674198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,2.7586870918647336e-16,0.0,0.0,-0.6437751474749684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,-0.4566709093887323,0.125,0.2222222222222222,0.6130136265288837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.125,0.0,-0.3324782357601681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.4566709093887323,0.0,0.0,0.6961550377322153,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,-0.4566709093887323,0.0,0.0,-0.392417392674198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,0.3198304755458808,0.0,0.0,-0.440755422443577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.7586870918647336e-16,0.0,0.0,3.755468941836208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0868800600654969,0.0,0.2222222222222222,2.543957433556738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.611971186375655,0.0,0.0,-0.5060117626322386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.6896213248691163,0.0,0.0,-0.4881266916175683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.562232691441262,0.125,0.1111111111111111,3.445622171014489,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.7672714633625777,0.0,0.0,-0.4762838743240705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,-0.6896213248691163,0.0,0.0,-0.4214202105358254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.0,0.0,-0.4977942975714441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.0,0.0,-0.4939272551898938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.4751307525328035,0.0,0.0,-0.135500764449949,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,-1.0002218788429615,0.0,0.0,-0.440755422443577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.4845825529478007,0.125,0.0,1.0790734413957093,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.6896213248691163,0.0,0.0,-0.4919125261091061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,2.7586870918647336e-16,0.0,0.0,-0.6437751474749684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.7080811680131874,0.125,0.1111111111111111,0.964108204913409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-2.2426240947383427,0.625,0.2222222222222222,0.2630462909985802,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,-0.3013706324018097,0.0,0.0,-0.440755422443577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,0.0092299215720355,0.0,0.0,-0.392417392674198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.0,0.0,-0.4881266916175683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0868800600654969,0.0,0.0,-0.0919965376575079,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-1.0002218788429615,0.125,0.0,1.4618294292791778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,2.7586870918647336e-16,0.125,0.2222222222222222,-0.1903644282381941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-1.194347225076615,0.125,0.0,-0.3643001275179457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5,0.9410315834935714,0.125,0.0,-0.121724425965676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.0,0.0,-0.3642208531491239,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.611971186375655,0.0,0.0,-0.4911081812937436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.3974806140393422,0.0,0.0,-0.4881266916175683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.3013706324018097,0.0,0.0,-0.4919125261091061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.611971186375655,0.0,0.0,-0.4881266916175683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.611971186375655,0.0,0.0,-0.4535650003324624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,2.7586870918647336e-16,0.0,0.0,-0.6437751474749684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,2.1834337993889528,0.0,0.0,-0.0695193538147468,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.9225717403495004,0.125,0.0,0.38292460482664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.4751307525328035,0.0,0.0,-0.4600906343513286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.1739819989739555,0.0,0.1111111111111111,0.5812710091399279,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.146070355414887,0.0,0.0,-0.4600906343513286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.8728332454151075,0.125,0.1111111111111111,0.938972429433332,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.7586870918647336e-16,0.375,0.1111111111111111,-0.1513711063838315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
