pclass,age,sibsp,parch,fare,survived,sex_female,sex_male,sex_nan,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_T,deck_nan,embarked_C,embarked_Q,embarked_S,embarked_nan
-1.5460978645168275,-0.26939960116428113,-0.47908676070718687,-0.444999501816175,0.8804698047297155,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,3.478880293873222,-0.47908676070718687,-0.444999501816175,-0.06369444686417203,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.14245533376785866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.4082247824619664,-0.47908676070718687,0.7107630931786129,4.140509510927102,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.3965025744079427,-0.47908676070718687,0.7107630931786129,4.140509510927102,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.1470759427287748,-0.47908676070718687,-0.444999501816175,0.8310234300142062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.42472630532414546,-0.47908676070718687,-0.444999501816175,0.8107292137568143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.4941388959729881,0.481287771858981,0.7107630931786129,0.372229183909602,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.1882648024614146,0.481287771858981,0.7107630931786129,0.372229183909602,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.26939960116428113,-0.47908676070718687,-0.444999501816175,-0.06369444686417203,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.8412018492172014,-0.47908676070718687,-0.444999501816175,3.754034187651338,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.06116182921775316,-0.47908676070718687,-0.444999501816175,3.6429803707258896,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.3388121918131238,-0.47908676070718687,-0.444999501816175,-0.1410057468923307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.3388121918131238,0.481287771858981,-0.444999501816175,1.1168336423058052,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.7552877357061797,0.481287771858981,-0.444999501816175,1.1168336423058052,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.35531371467530276,-0.47908676070718687,-0.444999501816175,1.977967490451951,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.13057441986659582,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.0494396211637294,-0.47908676070718687,-0.444999501816175,0.04260859067454612,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.702376667919516,-0.47908676070718687,-0.444999501816175,-0.04436662185713237,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.0082507614310895,-0.47908676070718687,-0.444999501816175,2.5429855300127446,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.9518032995986838,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.8412018492172014,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.0494396211637294,-0.47908676070718687,-0.444999501816175,4.42760888914667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.5470499637596518,-0.47908676070718687,0.7107630931786129,0.4195011783118196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.7717892585683588,-0.47908676070718687,-0.444999501816175,-0.0540305343606522,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.2576773931102574,-0.47908676070718687,-0.444999501816175,0.3324447889151116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,0.12185267320340878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.9800270305148867,-0.47908676070718687,-0.444999501816175,-0.10774642562021683,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,2.0212158902475266,1.4416623044251486,-0.444999501816175,0.3514517720270343,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,2.090628480896369,-0.47908676070718687,-0.444999501816175,0.8310234300142062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.7717892585683588,-0.47908676070718687,-0.444999501816175,1.9560632663714732,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.0494396211637294,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.04436662185713237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.8412018492172014,-0.47908676070718687,-0.444999501816175,-0.13544899720280676,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.6047403463544707,-0.47908676070718687,-0.444999501816175,-0.11306157749715277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.42472630532414546,-0.47908676070718687,0.7107630931786129,9.258679926521264,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.9518032995986838,-0.47908676070718687,0.7107630931786129,9.258679926521264,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.21648853337761748,-0.47908676070718687,-0.444999501816175,-0.5468900720401637,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.13057441986659582,-0.47908676070718687,-0.444999501816175,0.26681136075620626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.8941129170038651,-0.47908676070718687,-0.444999501816175,0.26681136075620626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-1.310588460896921,0.481287771858981,1.8665256881734007,1.675809803769398,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-1.1023506889503931,0.481287771858981,1.8665256881734007,1.675809803769398,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.42472630532414546,0.481287771858981,1.8665256881734007,1.675809803769398,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.42472630532414546,0.481287771858981,1.8665256881734007,1.675809803769398,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.3270899837591,-0.47908676070718687,-0.444999501816175,-0.1410057468923307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.10774642562021683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.42472630532414546,0.481287771858981,-0.444999501816175,0.8804698047297155,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,3.2012299312778514,0.481287771858981,-0.444999501816175,0.8804698047297155,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.118852211812572,0.481287771858981,-0.444999501816175,0.5388504977302895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.1882648024614146,0.481287771858981,-0.444999501816175,0.5388504977302895,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.19998701051543846,0.481287771858981,-0.444999501816175,0.38277831079844427,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.21648853337761748,0.481287771858981,-0.444999501816175,0.38277831079844427,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.42472630532414546,-0.47908676070718687,-0.444999501816175,4.42760888914667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.0082507614310895,-0.47908676070718687,-0.444999501816175,1.028327666033569,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.0494396211637294,-0.47908676070718687,-0.444999501816175,-0.06949279436628394,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,,-0.47908676070718687,0.7107630931786129,0.4195011783118196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.6435291970753619,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.19998701051543846,0.481287771858981,-0.444999501816175,2.000115245127518,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.26939960116428113,0.481287771858981,-0.444999501816175,2.000115245127518,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.5470499637596518,-0.47908676070718687,-0.444999501816175,2.2856026827414997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,0.3615177032907006,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.1882648024614146,-0.47908676070718687,-0.444999501816175,-0.1489784747077346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.6329640772706734,0.481287771858981,0.7107630931786129,0.9637398732075445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.4941388959729881,0.481287771858981,0.7107630931786129,0.9637398732075445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,2.3682788434917397,-0.47908676070718687,1.8665256881734007,0.9637398732075445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.743565527652156,1.4416623044251486,-0.444999501816175,-0.1468040943944426,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,2.7847543873847957,0.481287771858981,0.7107630931786129,0.7287463784244542,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.42472630532414546,-0.47908676070718687,1.8665256881734007,0.7287463784244542,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,2.3682788434917397,0.481287771858981,0.7107630931786129,-0.13037544313845886,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.6329640772706734,0.481287771858981,-0.444999501816175,0.7342219512489485,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.5635514866218307,0.481287771858981,-0.444999501816175,0.7342219512489485,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.4659151650567852,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.19998701051543846,-0.47908676070718687,-0.444999501816175,-0.0540305343606522,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.21648853337761748,-0.47908676070718687,-0.444999501816175,2.2856026827414997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.07766335207993216,0.481287771858981,-0.444999501816175,0.3615177032907006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.19998701051543846,0.481287771858981,1.8665256881734007,0.3615177032907006,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.07766335207993216,0.481287771858981,-0.444999501816175,0.45815682832589893,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.8941129170038651,0.481287771858981,-0.444999501816175,0.45815682832589893,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.6047403463544707,0.481287771858981,0.7107630931786129,0.938613700698393,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-1.7964765954388195,-0.47908676070718687,1.8665256881734007,0.938613700698393,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.6741529370033132,0.481287771858981,0.7107630931786129,0.938613700698393,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.3965025744079427,0.481287771858981,-0.444999501816175,1.413434579298834,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.19998701051543846,0.481287771858981,0.7107630931786129,4.140509510927102,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.2576773931102574,0.481287771858981,-0.444999501816175,1.413434579298834,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.2576773931102574,0.481287771858981,-0.444999501816175,0.12185267320340878,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.3270899837591,0.481287771858981,-0.444999501816175,0.45678841831540057,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.6329640772706734,-0.47908676070718687,-0.444999501816175,-0.06949279436628394,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.4776373731108091,-0.47908676070718687,0.7107630931786129,0.9637398732075445,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.5635514866218307,-0.47908676070718687,-0.444999501816175,3.754034187651338,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,1.6741529370033132,0.481287771858981,-0.444999501816175,0.8691958844031094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.42472630532414546,-0.47908676070718687,-0.444999501816175,-0.031239163112350997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,3.6429803707258896,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.03115991902982218,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,1.4996038215277192,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.5460978645168275,0.42472630532414546,-0.47908676070718687,-0.444999501816175,-0.13351621470210284,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.0082507614310895,-0.47908676070718687,-0.444999501816175,-0.10718205313001128,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,-0.4082247824619664,2.4020368369913165,1.8665256881734007,4.43968877977607,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.13057441986659582,2.4020368369913165,1.8665256881734007,4.43968877977607,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.4776373731108091,2.4020368369913165,1.8665256881734007,4.43968877977607,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,-0.7552877357061797,2.4020368369913165,1.8665256881734007,4.43968877977607,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,2.3682788434917397,0.481287771858981,4.178050878162977,4.43968877977607,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,2.090628480896369,0.481287771858981,4.178050878162977,4.43968877977607,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.0082507614310895,-0.47908676070718687,-0.444999501816175,0.45678841831540057,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5460978645168275,,-0.47908676070718687,-0.444999501816175,-0.13037544313845886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5460978645168275,1.3965025744079427,1.4416623044251486,-0.444999501816175,1.9396346151154895,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5460978645168275,0.9106144398660441,0.481287771858981,-0.444999501816175,-0.10774642562021683,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
